question_id,poll_id,race_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,partisan,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,start_date,end_date,sponsor_candidate,tracking,nationwide_batch,created_at,notes,url,stage,dem,rep,ind
142343,74805,8990,2022,,1562,Redfield & Wilton Strategies,"","",,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,1189,lv,lv,Online,U.S. House,,5/8/21,5/9/21,"",,false,5/14/21 10:40,,https://redfieldandwiltonstrategies.com/bidens-approval-rating-remains-high-whereas-pluralities-disapprove-of-all-congressional-leaders/?utm_source=rss&utm_medium=rss&utm_campaign=bidens-approval-rating-remains-high-whereas-pluralities-disapprove-of-all-congressional-leaders,general,44.0,37.0,
142547,74847,8990,2022,,1347,Cygnal,"","",,Cygnal,67,Cygnal,B+,1030,a,a,Online,U.S. House,,5/5/21,5/9/21,"",,false,5/25/21 09:06,,https://projects.fivethirtyeight.com/polls/20210525_US_Cygnal.pdf,general,43.9,41.4,
142337,74803,8990,2022,,1554,RMG Research,"","",,RMG Research,555,RMG Research,B-,1000,rv,rv,IVR/Online/Text,U.S. House,,5/6/21,5/8/21,"",,false,5/13/21 11:01,,https://scottrasmussen.com/generic-congressional-ballot-democrats-41-republican-40/,general,41.0,40.0,
144501,75771,8990,2022,,568,YouGov,"","",,YouGov,391,YouGov,B+,1138,rv,rv,Online,U.S. House,,4/24/21,4/27/21,"",,false,8/26/21 08:26,this question not sponsored by the Economist,https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention,general,43.0,38.0,
140862,74708,8990,2022,,568,YouGov,"278,1233",UMass Amherst | WCVB-TV,,YouGov,391,YouGov,B+,1000,a,a,Online,U.S. House,,4/21/21,4/23/21,"",,false,4/29/21 09:19,,https://polsci.umass.edu/toplines-and-crosstabs-april-2021-election-reform,general,45.0,38.0,
140848,74731,8990,2022,,1302,Echelon Insights,"","",,Echelon Insights,407,Echelon Insights,B/C,1043,rv,rv,Online,U.S. House,,4/16/21,4/23/21,"",,false,4/28/21 12:53,,https://echeloninsights.com/in-the-news/april-omnibus-political/,general,46.0,42.0,
144500,74683,8990,2022,,568,YouGov,352,Economist,,YouGov,391,YouGov,B+,1168,rv,rv,Online,U.S. House,,4/17/21,4/20/21,"",,false,8/26/21 08:26,this question not sponsored by the Economist,https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention,general,45.0,37.0,
140773,74703,8990,2022,,736,NBC News/The Wall Street Journal,"","",,NBC News,221,NBC News/The Wall Street Journal,B+,790,rv,rv,Live Phone,U.S. House,,4/17/21,4/20/21,"",,false,4/26/21 22:09,,https://www.documentcloud.org/documents/20690434-210098-nbc-news-april-poll-4-25-21-release,general,47.0,42.0,
140873,74730,8990,2022,,1365,Change Research,"","",,Change Research,48,Change Research,B-,1025,rv,rv,Online/Text,U.S. House,,4/15/21,4/20/21,"",,false,4/30/21 10:27,,https://twitter.com/ChangePolls/status/1388132970536505344,general,48.0,43.0,
140667,74673,8990,2022,,1554,RMG Research,"","",,RMG Research,555,RMG Research,B-,1200,rv,rv,IVR/Online/Text,U.S. House,,4/15/21,4/17/21,"",,false,4/19/21 17:21,,https://scottrasmussen.com/generic-congressional-ballot-democrats-43-republicans-39/,general,43.0,39.0,
142388,74812,8990,2022,,241,Ipsos,"","",,Ipsos,154,Ipsos,B-,4423,a,a,Online,U.S. House,,4/12/21,4/16/21,"",,false,5/19/21 08:47,,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-05/Reuters%20Ipsos%20Large%20Issue%20Poll%20%232%20Topline%20%20Write-up%20-%20Biden%20100%20Days%20-%2012%20April%20thru%2016%20April%202021.pdf,general,39.0,31.0,
140646,74665,8990,2022,,294,McLaughlin & Associates,"","",,McLaughlin & Associates,203,McLaughlin & Associates,C/D,1000,lv,lv,Online,U.S. House,,4/8/21,4/13/21,"",,false,4/16/21 09:39,,https://www.ammoland.com/2021/04/new-mclaughlin-poll-strong-2a-support-not-so-much-for-exec-orders/#axzz6sCmt62BU,general,46.0,46.4,
143966,75474,8990,2022,,552,The Winston Group,1312,Winning the Issues,REP,The Winston Group,385,The Winston Group,A/B,1000,rv,rv,Online,U.S. House,,4/7/21,4/11/21,"",,false,8/6/21 20:56,,https://www.winningtheissues.org/wp-content/uploads/2021/08/Winning-the-Issues-April-2021-National-Survey.pdf,general,45.0,41.0,
140689,74681,8990,2022,,1674,PEM Management Corporation,1629,John Bolton Super PAC,REP,PEM Management Corporation,675,PEM Management Corporation,,1000,lv,lv,Live Phone,U.S. House,,4/3/21,4/7/21,"",,false,4/20/21 22:33,,https://boltonsuperpac.com/pdfs/crostabs_04202021.pdf,general,39.8,42.7,
140352,74557,8990,2022,,1302,Echelon Insights,"","",,Echelon Insights,407,Echelon Insights,B/C,1008,rv,rv,Online,U.S. House,,3/15/21,3/21/21,"",,false,3/24/21 13:14,,https://echeloninsights.com/in-the-news/march-omnibus-political/,general,46.0,42.0,
139992,74438,8990,2022,,1575,Léger,1436,The Canadian Press,,Léger,572,Léger,B/C,1002,a,a,Online,U.S. House,,2/26/21,2/28/21,"",,false,3/2/21 10:49,,https://leger360.com/wp-content/uploads/2021/03/Legers-North-American-Tracker-March-1st-2021-min.pdf,general,39.0,31.0,
140041,74444,8990,2022,,294,McLaughlin & Associates,"","",,McLaughlin & Associates,203,McLaughlin & Associates,C/D,1000,lv,lv,Online,U.S. House,,2/24/21,2/28/21,"",,false,3/3/21 15:30,,https://mclaughlinonline.com/pols/wp-content/uploads/2021/03/National-Monthly-For-Release-3-03-21.pdf,general,46.0,46.0,
140879,74745,8990,2022,,1427,NRSC,27,NRSC,REP,NRSC,,,,1200,lv,lv,,U.S. House,,2/22/21,2/25/21,"",,false,4/30/21 10:33,,https://static.politico.com/46/bc/107f15c4455fb427632f492b4deb/nrsc-national-survey.pdf,general,39.0,38.0,
140127,74469,8990,2022,,927,GQR Research (GQRR),"","",,GQR Research,126,GQR Research (GQRR),B,1000,rv,rv,Live Phone,U.S. House,,2/18/21,2/23/21,"",,false,3/10/21 13:43,weighted to rv demographics,https://democracycorps.com/national-surveys/new-democracy-corps-national-phone-poll-fixed-to-accommodate-trumps-right-wing-populism/,general,48.0,42.0,
140128,74469,8990,2022,,927,GQR Research (GQRR),"","",,GQR Research,126,GQR Research (GQRR),B,1000,rv,rv,Live Phone,U.S. House,,2/18/21,2/23/21,"",,false,3/10/21 13:44,weighted to 2018 electorate,https://democracycorps.com/national-surveys/new-democracy-corps-national-phone-poll-fixed-to-accommodate-trumps-right-wing-populism/,general,48.0,42.0,
140129,74469,8990,2022,,927,GQR Research (GQRR),"","",,GQR Research,126,GQR Research (GQRR),B,1000,rv,rv,Live Phone,U.S. House,,2/18/21,2/23/21,"",,false,3/10/21 13:44,weighted to 2020 electorate,https://democracycorps.com/national-surveys/new-democracy-corps-national-phone-poll-fixed-to-accommodate-trumps-right-wing-populism/,general,47.0,43.0,
140351,74400,8990,2022,,1302,Echelon Insights,"","",,Echelon Insights,407,Echelon Insights,B/C,1005,rv,rv,Online,U.S. House,,2/12/21,2/18/21,"",,false,3/24/21 13:14,,https://echeloninsights.com/in-the-news/march-omnibus-political/,general,44.0,44.0,
139356,73755,8990,2022,,294,McLaughlin & Associates,"","",,McLaughlin & Associates,203,McLaughlin & Associates,C/D,1000,lv,lv,,U.S. House,,12/9/20,12/13/20,"",,false,1/20/21 13:37,,https://mclaughlinonline.com/pols/wp-content/uploads/2020/12/National-Monthly-December-For-Release-1.pdf,general,46.0,48.0,
139355,73339,8990,2022,,294,McLaughlin & Associates,49,Newsmax,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,1000,lv,lv,Online,U.S. House,,11/21/20,11/23/20,"",,false,1/20/21 13:37,,https://mclaughlinonline.com/pols/wp-content/uploads/2020/11/Newsmax-National-PPT-11-24-20-.pdf,general,45.0,47.0,
